category,folder_name,movie_name,year,relative_path,parse_status,note
原盘,走到尽头.2014.MULTi.COMPLETE.BLURAY-GMB,走到尽头,2014,原盘/走到尽头.2014.MULTi.COMPLETE.BLURAY-GMB,OK,
原盘压制（动画）,丁丁历险记.2011.1080p.BluRay.x264.DTS-WiKi,丁丁历险记,2011,原盘压制（动画）/丁丁历险记.2011.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,乐高蝙蝠侠大电影.2017.1080p.BluRay.x264.TrueHD.7.1.Atmos-FGT,乐高蝙蝠侠大电影,2017,原盘压制（动画）/乐高蝙蝠侠大电影.2017.1080p.BluRay.x264.TrueHD.7.1.Atmos-FGT,OK,
原盘压制（动画）,兰戈.2011.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,兰戈,2011,原盘压制（动画）/兰戈.2011.UHD.BluRay.2160p.x265.10bit.DoVi.mUHD-FRDS,OK,
原盘压制（动画）,冰川时代5.星际碰撞.2016.1080p.BluRay.x264.DTS-WiKi,冰川时代5 星际碰撞,2016,原盘压制（动画）/冰川时代5.星际碰撞.2016.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,功夫熊猫.2008.UHD.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,功夫熊猫,2008,原盘压制（动画）/功夫熊猫.2008.UHD.BluRay.2160p.x265.10bit.HDR.4Audio.mUHD-FRDS,OK,
原盘压制（动画）,功夫熊猫2.2011.1080p.BluRay.x264.DTS-FGT,功夫熊猫2,2011,原盘压制（动画）/功夫熊猫2.2011.1080p.BluRay.x264.DTS-FGT,OK,
原盘压制（动画）,功夫熊猫3.2016.1080p.BluRay.x264.DTS-WiKi,功夫熊猫3,2016,原盘压制（动画）/功夫熊猫3.2016.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,功夫熊猫4.2024.UHD.BluRay.2160p.x265.10bit.DoVi.3Audio.mUHD-FRDS,功夫熊猫4,2024,原盘压制（动画）/功夫熊猫4.2024.UHD.BluRay.2160p.x265.10bit.DoVi.3Audio.mUHD-FRDS,OK,
原盘压制（动画）,名侦探柯南.异次元的狙击手.2014.BluRay.1080p.x264.DD5.1-HDWinG,名侦探柯南 异次元的狙击手,2014,原盘压制（动画）/名侦探柯南.异次元的狙击手.2014.BluRay.1080p.x264.DD5.1-HDWinG,OK,
原盘压制（动画）,名侦探柯南：纯黑的恶梦,名侦探柯南：纯黑的恶梦,,原盘压制（动画）/名侦探柯南：纯黑的恶梦,NEEDS_CHECK,年份未找到
原盘压制（动画）,哆啦A梦.伴我同行.2.2020.1080p.BluRay.x265.10bit.DD+.5.1.MNHD-FRDS,哆啦A梦 伴我同行 2,2020,原盘压制（动画）/哆啦A梦.伴我同行.2.2020.1080p.BluRay.x265.10bit.DD+.5.1.MNHD-FRDS,OK,
原盘压制（动画）,哆啦A梦.伴我同行.2014.1080p.BluRay.x264.DTS-WiKi,哆啦A梦 伴我同行,2014,原盘压制（动画）/哆啦A梦.伴我同行.2014.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,哆啦A梦.大雄与天空的理想乡.2023.2160p.HQ.WEB-DL.H265.DDP5.1.2Audio-DreamHD,哆啦A梦 大雄与天空的理想乡,2023,原盘压制（动画）/哆啦A梦.大雄与天空的理想乡.2023.2160p.HQ.WEB-DL.H265.DDP5.1.2Audio-DreamHD,OK,
原盘压制（动画）,哆啦A梦.新·大雄的日本诞生.2016.1080P.X264.AAC.Japanese.CHS.Mp4Ba,哆啦A梦 新·大雄的日本诞生,2016,原盘压制（动画）/哆啦A梦.新·大雄的日本诞生.2016.1080P.X264.AAC.Japanese.CHS.Mp4Ba,OK,
原盘压制（动画）,哆啦A梦：大雄与天空的理想乡.2023.2160p.HQ.WEB-DL.H265.DDP5.1.2Audio-DreamHD,哆啦A梦：大雄与天空的理想乡,2023,原盘压制（动画）/哆啦A梦：大雄与天空的理想乡.2023.2160p.HQ.WEB-DL.H265.DDP5.1.2Audio-DreamHD,OK,
原盘压制（动画）,哆啦A梦：大雄与奇迹之岛~动物历险记~.2012.1080p.BluRay.x264-WiKi,哆啦A梦：大雄与奇迹之岛~动物历险记~,2012,原盘压制（动画）/哆啦A梦：大雄与奇迹之岛~动物历险记~.2012.1080p.BluRay.x264-WiKi,OK,
原盘压制（动画）,哈尔的移动城堡.2004.JAPANESE.AND.ENGLISH.1080p.BluRay.x264.DTS-ES.5.1-FGT,哈尔的移动城堡,2004,原盘压制（动画）/哈尔的移动城堡.2004.JAPANESE.AND.ENGLISH.1080p.BluRay.x264.DTS-ES.5.1-FGT,OK,
原盘压制（动画）,哪吒之魔童闹海.2025.2160p.120fps.WEB-DL.HEVC.10bit.AV3A7.1.4.3Audios-QHstudIo,哪吒之魔童闹海,2025,原盘压制（动画）/哪吒之魔童闹海.2025.2160p.120fps.WEB-DL.HEVC.10bit.AV3A7.1.4.3Audios-QHstudIo,OK,
原盘压制（动画）,哪吒之魔童降世.2019.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD (Atmos).7.1.DTS-HD.MA.5.1.x265-beAst,哪吒之魔童降世,2019,原盘压制（动画）/哪吒之魔童降世.2019.UHD.BluRay.2160p.10bit.HDR.2Audio.TrueHD (Atmos).7.1.DTS-HD.MA.5.1.x265-beAst,OK,
原盘压制（动画）,大侦探皮卡丘.2019.BluRay.1080p.x264.Atmos.TrueHD.7.1-HDChina,大侦探皮卡丘,2019,原盘压制（动画）/大侦探皮卡丘.2019.BluRay.1080p.x264.Atmos.TrueHD.7.1-HDChina,OK,
原盘压制（动画）,头脑特工队.2015.1080p.BluRay.x264.DTS-HD.MA.7.1-RARBG,头脑特工队,2015,原盘压制（动画）/头脑特工队.2015.1080p.BluRay.x264.DTS-HD.MA.7.1-RARBG,OK,
原盘压制（动画）,头脑特工队2.2024.PROPER.UHD.BluRay.2160p.10bit.DV.3Audio.TrueHD.Atmos.7.1.x265-beAst,头脑特工队2,2024,原盘压制（动画）/头脑特工队2.2024.PROPER.UHD.BluRay.2160p.10bit.DV.3Audio.TrueHD.Atmos.7.1.x265-beAst,OK,
原盘压制（动画）,小黄人大眼萌.2015.1080p.BluRay.x264.DTS-WiKi,小黄人大眼萌,2015,原盘压制（动画）/小黄人大眼萌.2015.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,小黄人大眼萌.神偷奶爸前传.2022.Repack.UHD.BluRay.2160p.3Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-BeiTai,小黄人大眼萌 神偷奶爸前传,2022,原盘压制（动画）/小黄人大眼萌.神偷奶爸前传.2022.Repack.UHD.BluRay.2160p.3Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-BeiTai,OK,
原盘压制（动画）,浪浪山小妖怪.2025.2160p.HQ.WEB-DL.H265.DV.DTS5.1-PTerWEB,浪浪山小妖怪,2025,原盘压制（动画）/浪浪山小妖怪.2025.2160p.HQ.WEB-DL.H265.DV.DTS5.1-PTerWEB,OK,
原盘压制（动画）,爱宠大机密.2016.1080p.BluRay.x264-SPARKS[rarbg],爱宠大机密,2016,原盘压制（动画）/爱宠大机密.2016.1080p.BluRay.x264-SPARKS[rarbg],OK,
原盘压制（动画）,爱宠大机密2.2019.1080p.BluRay.x264.DTS-HD.MA.7.1-FGT,爱宠大机密2,2019,原盘压制（动画）/爱宠大机密2.2019.1080p.BluRay.x264.DTS-HD.MA.7.1-FGT,OK,
原盘压制（动画）,玩具总动员.3.2010.2160p.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-SWTYBLZ,玩具总动员 3,2010,原盘压制（动画）/玩具总动员.3.2010.2160p.BluRay.x265.10bit.HDR.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压制（动画）,玩具总动员.遗忘的时光.2014.1080p.BluRay.x264.DTS-WiKi,玩具总动员 遗忘的时光,2014,原盘压制（动画）/玩具总动员.遗忘的时光.2014.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（动画）,疯狂元素城.2023.V2.Bluray.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,疯狂元素城,2023,原盘压制（动画）/疯狂元素城.2023.V2.Bluray.2160p.TrueHD7.1.HDR.x265.10bit-DreamHD,OK,
原盘压制（动画）,疯狂动物城.2016.HD1080P.X264.AAC.English&Mandarin.CHS.Mp4Ba,疯狂动物城,2016,原盘压制（动画）/疯狂动物城.2016.HD1080P.X264.AAC.English&Mandarin.CHS.Mp4Ba,OK,
原盘压制（动画）,神偷奶爸3.2017.1080p.BluRay.x264.DTS-X.7.1-FGT,神偷奶爸3,2017,原盘压制（动画）/神偷奶爸3.2017.1080p.BluRay.x264.DTS-X.7.1-FGT,OK,
原盘压制（动画）,神偷奶爸4.2024.REPACK.UHD.BluRay.2160p.DV.HDR.x265.10bit.Atmos.TrueHD.7.1-UBits,神偷奶爸4,2024,原盘压制（动画）/神偷奶爸4.2024.REPACK.UHD.BluRay.2160p.DV.HDR.x265.10bit.Atmos.TrueHD.7.1-UBits,OK,
原盘压制（动画）,蜘蛛侠.平行宇宙.2018.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ,蜘蛛侠 平行宇宙,2018,原盘压制（动画）/蜘蛛侠.平行宇宙.2018.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压制（动画）,蜘蛛侠.纵横宇宙.2023.UHD.HYBRID.4K.BluRay.2160p.HDR10+.TrueHD.7.1.Atmos H.265-MgB,蜘蛛侠 纵横宇宙,2023,原盘压制（动画）/蜘蛛侠.纵横宇宙.2023.UHD.HYBRID.4K.BluRay.2160p.HDR10+.TrueHD.7.1.Atmos H.265-MgB,OK,
原盘压制（动画）,赛车总动员.2006.UHD.BluRay.2160p.x265.DV.HDR.TrueHD.Atmos.7.1.REPACK.mUHD-FRDS,赛车总动员,2006,原盘压制（动画）/赛车总动员.2006.UHD.BluRay.2160p.x265.DV.HDR.TrueHD.Atmos.7.1.REPACK.mUHD-FRDS,OK,
原盘压制（动画）,超人总动员.2004.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ,超人总动员,2004,原盘压制（动画）/超人总动员.2004.1080p.BluRay.x264.TrueHD.7.1.Atmos-SWTYBLZ,OK,
原盘压制（动画）,超级马力欧兄弟大电影.2023.UHD.4K.BluRay.2160p.DoVi.HDR10.TrueHD.7.1.Atmos.H.265-MgB,超级马力欧兄弟大电影,2023,原盘压制（动画）/超级马力欧兄弟大电影.2023.UHD.4K.BluRay.2160p.DoVi.HDR10.TrueHD.7.1.Atmos.H.265-MgB,OK,
原盘压制（动画）,超能陆战队.2014.1080p.H264-RARBG,超能陆战队,2014,原盘压制（动画）/超能陆战队.2014.1080p.H264-RARBG,OK,
原盘压制（动画）,长安三万里.2023.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,长安三万里,2023,原盘压制（动画）/长安三万里.2023.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,OK,
原盘压制（动画）,阿拉丁.1992.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-BeiTai.HDR-BeiTai,阿拉丁,1992,原盘压制（动画）/阿拉丁.1992.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-BeiTai.HDR-BeiTai,OK,
原盘压制（动画）,青春变形记.2022.2160p.UHD.BluRay.x265-GUHZER,青春变形记,2022,原盘压制（动画）/青春变形记.2022.2160p.UHD.BluRay.x265-GUHZER,OK,
原盘压制（华语）,A计划.1983.Extended.Taiwanese.Cut.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,A计划,1983,原盘压制（华语）/A计划.1983.Extended.Taiwanese.Cut.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,OK,
原盘压制（华语）,A计划续集.1987.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,A计划续集,1987,原盘压制（华语）/A计划续集.1987.UHD.BluRay.2160p.x265.10bit.DV.HDR.TrueHD.7.1.mUHD-FRDS,OK,
原盘压制（华语）,HELLO.树先生.2011.WEB-DL.4K.H265.DDP-BtsTV,HELLO 树先生,2011,原盘压制（华语）/HELLO.树先生.2011.WEB-DL.4K.H265.DDP-BtsTV,OK,
原盘压制（华语）,“大”人物.2019.4K.WEB-DL.HEVC.DD5.1-HQC,“大”人物,2019,原盘压制（华语）/“大”人物.2019.4K.WEB-DL.HEVC.DD5.1-HQC,OK,
原盘压制（华语）,一个好人.1996.Web-DL.1080p.x265.10bit.2Audio.MNHD-FRDS,一个好人,1996,原盘压制（华语）/一个好人.1996.Web-DL.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,一代宗师.2013.Extras.1080p.BluRay.x265.HEVC.10bit.MLPFBA.7.1.Chinese.SAMPA,一代宗师,2013,原盘压制（华语）/一代宗师.2013.Extras.1080p.BluRay.x265.HEVC.10bit.MLPFBA.7.1.Chinese.SAMPA,OK,
原盘压制（华语）,一代宗师.2013.US.Cut.BluRay.1080p.x264.DTS-HD.MA.5.1-HDWinG,一代宗师,2013,原盘压制（华语）/一代宗师.2013.US.Cut.BluRay.1080p.x264.DTS-HD.MA.5.1-HDWinG,OK,
原盘压制（华语）,一出好戏.2018.CHINESE.1080p.BluRay.x264-WiKi,一出好戏,2018,原盘压制（华语）/一出好戏.2018.CHINESE.1080p.BluRay.x264-WiKi,OK,
原盘压制（华语）,一念天堂.2015.1080P.X264.AAC.Mandarin.CHS.Mp4Ba,一念天堂,2015,原盘压制（华语）/一念天堂.2015.1080P.X264.AAC.Mandarin.CHS.Mp4Ba,OK,
原盘压制（华语）,一步之遥.2014.Blu-ray.Remux.1080p.DTS-HD.MA.2.0,一步之遥,2014,原盘压制（华语）/一步之遥.2014.Blu-ray.Remux.1080p.DTS-HD.MA.2.0,OK,
原盘压制（华语）,万万没想到.2015.1080P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba,万万没想到,2015,原盘压制（华语）/万万没想到.2015.1080P.X264.AAC.Mandarin.CHS-ENG.Mp4Ba,OK,
原盘压制（华语）,万里归途.2022.120FPS.2160p.WEB-DL.H265.AAC-NUMTV,万里归途,2022,原盘压制（华语）/万里归途.2022.120FPS.2160p.WEB-DL.H265.AAC-NUMTV,OK,
原盘压制（华语）,三大队.2023.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,三大队,2023,原盘压制（华语）/三大队.2023.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,OK,
原盘压制（华语）,三峡好人.2006.BluRay.1080i.x265.10bit.DD5.1.MNHD-FRDS,三峡好人,2006,原盘压制（华语）/三峡好人.2006.BluRay.1080i.x265.10bit.DD5.1.MNHD-FRDS,OK,
原盘压制（华语）,上车走吧.2000.WEB-DL.4K.H265.AAC-PTerWEB,上车走吧,2000,原盘压制（华语）/上车走吧.2000.WEB-DL.4K.H265.AAC-PTerWEB,OK,
原盘压制（华语）,不二神探.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,不二神探,2013,原盘压制（华语）/不二神探.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,不能说的秘密.2007.1080p.BlueRay.x264.DTS,不能说的秘密,2007,原盘压制（华语）/不能说的秘密.2007.1080p.BlueRay.x264.DTS,OK,
原盘压制（华语）,东北告别天团.2022.2160p.WEB-DL.H265.AAC-SONYHD,东北告别天团,2022,原盘压制（华语）/东北告别天团.2022.2160p.WEB-DL.H265.AAC-SONYHD,OK,
原盘压制（华语）,东北告别天团2.2023.2160p.WEB-DL.H265.AAC-NUMTV,东北告别天团2,2023,原盘压制（华语）/东北告别天团2.2023.2160p.WEB-DL.H265.AAC-NUMTV,OK,
原盘压制（华语）,东邪西毒.2008.1080p.BluRay.x264-CiNEFiLE,东邪西毒,2008,原盘压制（华语）/东邪西毒.2008.1080p.BluRay.x264-CiNEFiLE,OK,
原盘压制（华语）,中南海保镖.1994.GBR.UHD.BluRay.2160p.10bit.DoVi.3Audio.DTS-HD.MA.2.0.x265-beAst,中南海保镖,1994,原盘压制（华语）/中南海保镖.1994.GBR.UHD.BluRay.2160p.10bit.DoVi.3Audio.DTS-HD.MA.2.0.x265-beAst,OK,
原盘压制（华语）,中国市长.720p.HDTV.x264-C4TV,中国市长,,原盘压制（华语）/中国市长.720p.HDTV.x264-C4TV,NEEDS_CHECK,年份未找到
原盘压制（华语）,中国机长.2019.CHINESE.1080p.BluRay.x264.DTS-CHD,中国机长,2019,原盘压制（华语）/中国机长.2019.CHINESE.1080p.BluRay.x264.DTS-CHD,OK,
原盘压制（华语）,举起手来.2005.HD720P.国语中字,举起手来,2005,原盘压制（华语）/举起手来.2005.HD720P.国语中字,OK,
原盘压制（华语）,乘风破浪.2017.1080p.BluRay.x264-WiKi,乘风破浪,2017,原盘压制（华语）/乘风破浪.2017.1080p.BluRay.x264-WiKi,OK,
原盘压制（华语）,九品芝麻官.1994.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,九品芝麻官,1994,原盘压制（华语）/九品芝麻官.1994.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,人在囧途.2010.720p.AVC1,人在囧途,2010,原盘压制（华语）/人在囧途.2010.720p.AVC1,OK,
原盘压制（华语）,人在囧途之泰囧.2012.BluRay.1080p.TrueHD.x264-HDWinG,人在囧途之泰囧,2012,原盘压制（华语）/人在囧途之泰囧.2012.BluRay.1080p.TrueHD.x264-HDWinG,OK,
原盘压制（华语）,人生大事.2022.2160p.WEB-DL.60fps.H265.10bit.AAC-TAGWEB,人生大事,2022,原盘压制（华语）/人生大事.2022.2160p.WEB-DL.60fps.H265.10bit.AAC-TAGWEB,OK,
原盘压制（华语）,侠盗高飞.1992.1080p.BluRay.x264-HANDJOB,侠盗高飞,1992,原盘压制（华语）/侠盗高飞.1992.1080p.BluRay.x264-HANDJOB,OK,
原盘压制（华语）,保你平安.2023.2160p.HQ.WEB-DL.H265.DV.DDP5.1-CHDWEB,保你平安,2023,原盘压制（华语）/保你平安.2023.2160p.HQ.WEB-DL.H265.DV.DDP5.1-CHDWEB,OK,
原盘压制（华语）,假装情侣.2011.BluRay.1080p.H264.AAC,假装情侣,2011,原盘压制（华语）/假装情侣.2011.BluRay.1080p.H264.AAC,OK,
原盘压制（华语）,健忘村.2017.1080p.BluRay.x264.DTS-WiKi,健忘村,2017,原盘压制（华语）/健忘村.2017.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（华语）,八角笼中.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-GPTHD,八角笼中,2023,原盘压制（华语）/八角笼中.2023.60FPS.2160p.WEB-DL.H265.10bit.DDP5.1-GPTHD,OK,
原盘压制（华语）,军中乐园.2014.1080p.BluRay.x264-WiKi [MovietaM],军中乐园,2014,原盘压制（华语）/军中乐园.2014.1080p.BluRay.x264-WiKi [MovietaM],OK,
原盘压制（华语）,决战刹马镇.2010.720p.BluRay.x264.DTS-WiKi,决战刹马镇,2010,原盘压制（华语）/决战刹马镇.2010.720p.BluRay.x264.DTS-WiKi,OK,
原盘压制（华语）,分手大师.2014.1080P.WEB-DL.X264.AAC,分手大师,2014,原盘压制（华语）/分手大师.2014.1080P.WEB-DL.X264.AAC,OK,
原盘压制（华语）,刺杀小说家.2021.CHINESE.1080p.BluRay.x264.DD5.1-iKiW,刺杀小说家,2021,原盘压制（华语）/刺杀小说家.2021.CHINESE.1080p.BluRay.x264.DD5.1-iKiW,OK,
原盘压制（华语）,前任3.再见前任.2017.CHINESE.1080p.BluRay.x264.TrueHD.5.1-WiKi,前任3 再见前任,2017,原盘压制（华语）/前任3.再见前任.2017.CHINESE.1080p.BluRay.x264.TrueHD.5.1-WiKi,OK,
原盘压制（华语）,北京乐与路.2001.WEB-DL.1080p.H264.AAC-国语中字,北京乐与路,2001,原盘压制（华语）/北京乐与路.2001.WEB-DL.1080p.H264.AAC-国语中字,OK,
原盘压制（华语）,北京爱情故事.2014.1080p.WEB-DL.x264.AAC-SmY,北京爱情故事,2014,原盘压制（华语）/北京爱情故事.2014.1080p.WEB-DL.x264.AAC-SmY,OK,
原盘压制（华语）,十二公民.2014.CHINESE.1080p.WEBRip.x264.AAC2.0-FGT,十二公民,2014,原盘压制（华语）/十二公民.2014.CHINESE.1080p.WEBRip.x264.AAC2.0-FGT,OK,
原盘压制（华语）,十二生肖.2012.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,十二生肖,2012,原盘压制（华语）/十二生肖.2012.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,千王1991.1991.1080p.BluRay.DD.2.0.x264-c0kE,千王,1991,原盘压制（华语）/千王1991.1991.1080p.BluRay.DD.2.0.x264-c0kE,OK,
原盘压制（华语）,半个喜剧.2019.2160p.WEB-DL.H265.60fps.AAC-HDVWEB,半个喜剧,2019,原盘压制（华语）/半个喜剧.2019.2160p.WEB-DL.H265.60fps.AAC-HDVWEB,OK,
原盘压制（华语）,即日启程.2008.CCTV6.HD1080P.中英字幕,即日启程,2008,原盘压制（华语）/即日启程.2008.CCTV6.HD1080P.中英字幕,OK,
原盘压制（华语）,厨子戏子痞子.2013.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS,厨子戏子痞子,2013,原盘压制（华语）/厨子戏子痞子.2013.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS,OK,
原盘压制（华语）,双瞳.2002.1080p.AMZN.WEB-DL.DDP2.0.x264-ABM,双瞳,2002,原盘压制（华语）/双瞳.2002.1080p.AMZN.WEB-DL.DDP2.0.x264-ABM,OK,
原盘压制（华语）,双龙会.1992.1080p.BluRay.x264.DTS-WiKi,双龙会,1992,原盘压制（华语）/双龙会.1992.1080p.BluRay.x264.DTS-WiKi,OK,
原盘压制（华语）,受益人.My.Dear.Liar.2019.HD1080P.国语中字,受益人 My Dear Liar,2019,原盘压制（华语）/受益人.My.Dear.Liar.2019.HD1080P.国语中字,OK,
原盘压制（华语）,叶问3.2015.1080P.X264.AAC.Cantonese&Mandarin.CHS.Mp4Ba,叶问3,2015,原盘压制（华语）/叶问3.2015.1080P.X264.AAC.Cantonese&Mandarin.CHS.Mp4Ba,OK,
原盘压制（华语）,吉祥如意.2020.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,吉祥如意,2020,原盘压制（华语）/吉祥如意.2020.2160p.HQ.WEB-DL.H265.60fps.DDP5.1-DreamHD,OK,
原盘压制（华语）,后会无期.2014.1080p.BluRay.x264-WiKi,后会无期,2014,原盘压制（华语）/后会无期.2014.1080p.BluRay.x264-WiKi,OK,
原盘压制（华语）,周处除三害.2024.2160p.WEB-DL.HEVC.10bit.DV.DTS5.1.6Audios-QHstudIo,周处除三害,2024,原盘压制（华语）/周处除三害.2024.2160p.WEB-DL.HEVC.10bit.DV.DTS5.1.6Audios-QHstudIo,OK,
原盘压制（华语）,周星驰.Stephen.Chow.1988-2017.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,周星驰 Stephen Chow,1988,原盘压制（华语）/周星驰.Stephen.Chow.1988-2017.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,唐人街探案.2015.1080p.BluRay.x265.10bit-CTRLHD,唐人街探案,2015,原盘压制（华语）/唐人街探案.2015.1080p.BluRay.x265.10bit-CTRLHD,OK,
原盘压制（华语）,唐人街探案2.2018.CHINESE.1080p.BluRay.x264.TrueHD.5.1-HDH,唐人街探案2,2018,原盘压制（华语）/唐人街探案2.2018.CHINESE.1080p.BluRay.x264.TrueHD.5.1-HDH,OK,
原盘压制（华语）,唐人街探案3.2021.2160p.WEB-DL.120FPS.H265.DDP5.1.Atmos-OurTV,唐人街探案3,2021,原盘压制（华语）/唐人街探案3.2021.2160p.WEB-DL.120FPS.H265.DDP5.1.Atmos-OurTV,OK,
原盘压制（华语）,喜剧之王.1999.720p.HDTV.x264-NGB,喜剧之王,1999,原盘压制（华语）/喜剧之王.1999.720p.HDTV.x264-NGB,OK,
原盘压制（华语）,喜宴.1993.BluRay.1080p.x264.FLAC-CMCT,喜宴,1993,原盘压制（华语）/喜宴.1993.BluRay.1080p.x264.FLAC-CMCT,OK,
原盘压制（华语）,嘉年华.2017.4K.WEB-DL.HEVC.AAC-HQC,嘉年华,2017,原盘压制（华语）/嘉年华.2017.4K.WEB-DL.HEVC.AAC-HQC,OK,
原盘压制（华语）,四海.2022.1080p.WEB-DL.H264.MPEG-HDBWEB,四海,2022,原盘压制（华语）/四海.2022.1080p.WEB-DL.H264.MPEG-HDBWEB,OK,
原盘压制（华语）,囧妈.2020.CHINESE.ENSUBBED.1080p.WEBRip.AAC2.0.x264-NOGRP,囧妈,2020,原盘压制（华语）/囧妈.2020.CHINESE.ENSUBBED.1080p.WEBRip.AAC2.0.x264-NOGRP,OK,
原盘压制（华语）,地球最后的夜晚.2018.4K.WEB-DL.AVC.AAC-HQC,地球最后的夜晚,2018,原盘压制（华语）/地球最后的夜晚.2018.4K.WEB-DL.AVC.AAC-HQC,OK,
原盘压制（华语）,坚如磐石.2023.IMAX.2160p.WEB-DL.HEVC.10bit.HDR10.DTS5.1.6Audio-NukeHD,坚如磐石,2023,原盘压制（华语）/坚如磐石.2023.IMAX.2160p.WEB-DL.HEVC.10bit.HDR10.DTS5.1.6Audio-NukeHD,OK,
原盘压制（华语）,城市猎人.1993.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,城市猎人,1993,原盘压制（华语）/城市猎人.1993.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,夏洛特烦恼.2015.1080p.BluRay.x264-WiKi,夏洛特烦恼,2015,原盘压制（华语）/夏洛特烦恼.2015.1080p.BluRay.x264-WiKi,OK,
原盘压制（华语）,夜宴.2006.BluRay.720p.x264.DTS-WiKi,夜宴,2006,原盘压制（华语）/夜宴.2006.BluRay.720p.x264.DTS-WiKi,OK,
原盘压制（华语）,大丈夫日记.1988.CHINESE.1080p.NF.WEBRip.DDP2.0.x264-HBO,大丈夫日记,1988,原盘压制（华语）/大丈夫日记.1988.CHINESE.1080p.NF.WEBRip.DDP2.0.x264-HBO,OK,
原盘压制（华语）,大佛普拉斯.2017.1080p.BluRay.x264.DTS-HD.MA.5.1-MT,大佛普拉斯,2017,原盘压制（华语）/大佛普拉斯.2017.1080p.BluRay.x264.DTS-HD.MA.5.1-MT,OK,
原盘压制（华语）,大兵小将.2010.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,大兵小将,2010,原盘压制（华语）/大兵小将.2010.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS,OK,
原盘压制（华语）,大太监李连英.1991.DVDRip.国语,大太监李连英,1991,原盘压制（华语）/大太监李连英.1991.DVDRip.国语,OK,
原盘压制（华语）,大撒把.1992.1080p.BluRay.x265.10bit.LPCM1.0.MNHD-FRDS,大撒把,1992,原盘压制（华语）/大撒把.1992.1080p.BluRay.x265.10bit.LPCM1.0.MNHD-FRDS,OK,
原盘压制（华语）,大红灯笼高高挂.1991.1080p.BluRay.x264-CiNEFiLE,大红灯笼高高挂,1991,原盘压制（华语）/大红灯笼高高挂.1991.1080p.BluRay.x264-CiNEFiLE,OK,
原盘压制（华语）,大腕.Big.Shot's.Funeral.2001.D9.MiniSD-TLF,大腕 Big Shot's Funeral,2001,原盘压制（华语）/大腕.Big.Shot's.Funeral.2001.D9.MiniSD-TLF,OK,
